Run_ID,P_0,P_100,P_200,P_300,P_400,P_500,P_600,P_700,P_800,P_900,P_1000,A_0,A_100,A_200,A_300,A_400,A_500,A_600,A_700,A_800,A_900,A_1000,LeakLabel
287,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0255401669880039,0.0440964006184327,-0.0340387743621534,-0.020707725934914,-0.00510683918069817,-0.00327992074587956,0.0155034585705986,0.0200651709645765,-0.0186890635190552,0.0106377208565276,0.0436660701001821,not leak
288,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,432201.771814171,423779.056518736,415356.341223301,406933.625927867,-0.0260411479432236,-0.118584901118371,0.0637160998828857,0.05020093522769,-0.0246775895807164,-0.0245040680781461,0.114003745627558,0.317230666614458,0.219750285495759,0.0670163626582516,0.0213162501665545,leak
289,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0126663865141067,0.119546053844523,0.00135695204127882,-0.027814087313255,0.00380106961225614,0.0653412401276876,-0.0041893676762173,0.0784886118753212,-0.0401928396502943,-0.0654055130889595,-0.0369509732079128,not leak
290,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0103899508523772,0.0965012222984785,-0.0662572748349777,-0.0919041872502063,-0.0403844668933744,-0.0828641030966573,0.00844433500340927,-0.00461891530618673,-0.0454476156027663,0.0283559235101643,-0.0714428759670005,not leak
291,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0132694405011073,-0.0108020284266531,0.00411517852481047,-0.0218789215682863,-0.029392974328106,-0.0137756143466055,0.000777336948336265,-0.0281687426001264,0.00379280677199577,0.0429952852321294,-0.10899867922617,not leak
292,500000,491577.284704565,483154.569409131,462772.592049366,454349.876753931,445927.161458497,437504.446163062,429081.730867627,420659.015572192,412236.300276758,403813.584981323,0.00428863444029268,-0.00269714795913939,0.243580040196532,0.496488812722481,0.0529595121290829,0.0366600420915121,-0.0516236798923811,0.0329157951450051,-0.0154957905198119,-0.0980973935659979,-0.107647168135031,leak
293,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0168005415989894,-0.0520080131222296,-0.0268367838711043,0.02080760465857,-0.112150280184553,0.0152993694021368,-0.0454629928998073,0.0455124879060297,-0.00268369691578414,-0.0076271673802415,-0.0486032222976928,not leak
294,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0564868862351253,-0.0524821356949451,0.0514513189893795,0.0525681774920501,0.00458064009565741,0.0253133968726202,-0.0197537440811258,-0.0261888295136311,0.0646528746479157,-0.131938790027924,-0.0204861009421873,not leak
295,500000,478295.178437642,469872.463142207,461449.747846772,453027.032551338,444604.317255903,436181.601960468,427758.886665033,419336.171369599,410913.456074164,402490.740778729,0.243466794849408,0.392910137524469,0.00441015772756372,0.0264720904673896,-0.0231604382345849,0.0156574941244032,-0.122423137592072,0.0619960748793772,0.0363162268391318,-0.0365869455467479,0.0474250532368814,leak
296,500000,491577.284704565,483154.569409131,474731.854113696,452202.514488858,443779.799193423,435357.083897988,426934.368602554,418511.653307119,410088.938011684,401666.222716249,0.0148023326806632,-0.0266037975579091,-0.00433688780360435,0.154083813973147,0.49030740811795,0.0391731831973795,0.0304456243226652,0.052057629748039,-0.00282736110611643,-0.0114647792400179,0.0540223465767794,leak
297,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,425446.729372985,417024.01407755,408601.298782115,400178.583486681,-0.094637001068446,-0.0351574660660501,-0.0327762150821042,-0.069292957400392,0.00201467763756831,-0.0419518205644147,-0.0318023126830002,0.486614994448626,0.177882467835546,0.0583719479722997,0.015201438040202,leak
298,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,436868.164104837,428445.448809402,420022.733513968,411600.018218533,403177.302923098,0.0468670640595928,-0.0436546508721931,-0.052520854195956,0.0537975807875815,0.0470583298509057,0.163271360637877,0.39646952955997,0.0137760480315387,0.0290845807306779,0.0171419241613981,-0.07333728888263,leak
299,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,410860.198152585,402437.48285715,0.0152777388617554,0.0102059591474949,-0.0136538033239366,-0.0499274574763584,-0.0147329531398928,-0.0208636452604192,0.0415128348782171,0.123138500823095,0.205671215901333,0.407977091913957,0.0317447929515005,leak
300,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00578795531775402,-0.0644592774786021,-0.0389344347160791,0.0693506184030094,0.0402196866262283,0.0234827487968711,0.066163124051209,0.0223825820208594,0.00386023274286292,-0.0150287031410765,-0.0254672490739749,not leak
301,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0754498601643815,-0.0143092517067726,0.0686198135943284,-0.00853130845956132,0.00883045910529617,0.0137078016575587,0.109970437809145,-0.0523764717015172,-0.0680384747581788,0.0320168715868438,0.0410454333618689,not leak
302,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0458967057433976,-0.00946335744260054,-0.0356833350861572,0.0248612526939747,0.0100580508760903,-0.166588142815062,0.00619754607105031,-0.0492755331590532,-0.037556348083468,0.0111354134577506,-0.0310185611814845,not leak
303,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,437080.434288337,428657.718992902,420235.003697468,411812.288402033,403389.573106598,-0.00991159622375867,-0.0373091373359361,-0.0217084675345053,-0.0840021450522652,0.0446602704325212,-0.00220023460884835,0.364320839132157,0.187660349944862,-0.00473327921743484,0.0641709091812585,-0.00412312312808519,leak
304,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.000860544063922966,-0.0142031902241947,0.0489836201956035,0.0271442576265686,-0.0664124356476243,0.0697330242059313,0.00160618986045486,0.0364836361442323,0.0255123822096082,0.0628771222790597,-0.047490417616129,not leak
305,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,431338.727993682,422916.012698248,414493.297402813,406070.582107378,-0.01543377831945,0.0736961785919482,0.116094499570036,-0.0179599999554491,0.0220491267482413,-0.0697517491038177,0.0723535459196963,0.452029852274757,0.0811531474110593,0.101183546874991,-0.00166981233543175,leak
306,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0803773471174758,-0.00179118538830197,-0.0431763547778082,0.0673651673504505,0.0715978144988862,-0.0338302195412413,0.0642966932075548,-0.0657940381142442,0.0193050508837113,0.00294529092334963,-0.00135841295144187,not leak
307,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0516106923940965,-0.0153720964933657,0.0253141483486443,0.0161279873211075,0.0518446154497839,-0.0316338520193434,-0.0463418390429348,0.00880702224580295,-0.0221971808172992,0.0473032047797017,-0.0725213072302244,not leak
308,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00462675261552942,-0.0283395944548559,-0.0493173621773869,0.0536342111346745,0.0445954436762303,0.0847728543347506,0.0319620309562749,-0.0276673379211049,-0.0137786055800873,0.0179592854443331,0.0588722235187323,not leak
309,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,418407.368288537,409984.652993102,401561.937697668,-0.0839173047291598,-0.050363072907309,0.0323062597516819,0.00023713859760475,0.046675792562456,0.0214317653093023,-0.0701018789441354,0.197269812928445,0.402590858111778,0.0253146128602965,0.00660096883504478,leak
310,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0493652058366377,-0.048014431330055,0.0511105256185673,0.0314331135158513,0.00900801383244779,-0.00220652113072982,0.0296385149387475,-0.0233645832117969,0.107498828211511,-0.00219257381910236,-0.00159199638785083,not leak
311,500000,491577.284704565,483154.569409131,462887.171459471,454464.456164037,446041.740868602,437619.025573167,429196.310277733,420773.594982298,412350.879686863,403928.164391429,0.0116747797336727,0.00711602163721298,-0.0381007122980091,0.376347584881339,0.242736666401593,-0.0400005254531875,0.0236422867003975,-0.0235287236947712,-0.0146630136138296,-0.0728902669638623,-0.0318903208633802,leak
312,500000,491577.284704565,483154.569409131,463786.475444443,455363.760149009,446941.044853574,438518.329558139,430095.614262704,421672.89896727,413250.183671835,404827.4683764,-0.0499942006867418,-0.0832327251522826,0.11746507663586,0.417246811601226,0.000767712782749078,0.0531505196910199,-0.015114705801761,0.0648815960583357,0.075805148831356,0.00742825454793715,-0.0265430811331665,leak
313,500000,491577.284704565,483154.569409131,462218.985520601,453796.270225167,445373.554929732,436950.839634297,428528.124338863,420105.409043428,411682.693747993,403259.978452559,0.0356454674735577,0.0389390295821818,-0.0557637708012086,0.291762044534268,0.321470756596403,-0.0213179900495812,-0.0277083752463727,0.0759814432045652,0.0389830635572975,0.0619657824732732,-0.0257550351597009,leak
314,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0427763439361559,0.00784608412608364,-0.0145418769345749,0.0232191882142848,-0.0574181287559925,-0.0575732908808952,-0.0462798116090009,-0.0378753703284206,-0.0427961551094143,-0.0278871135697609,-0.0802745743461445,not leak
315,500000,491577.284704565,483154.569409131,474731.854113696,450603.894873476,442181.179578041,433758.464282607,425335.748987172,416913.033691737,408490.318396302,400067.603100868,-0.104113849861306,-0.0816561762879898,0.0221034969141598,0.086325316533912,0.450754085731672,-0.0103245210630245,0.0402710355124299,-0.117414092408449,0.000674774298534534,0.0774505970142855,0.0452371262967759,leak
316,500000,491577.284704565,483154.569409131,474731.854113696,453048.762280978,444626.046985543,436203.331690108,427780.616394674,419357.901099239,410935.185803804,402512.470508369,-0.00486924989019007,0.0515913197465789,0.0858242119836861,-0.00607807688911959,0.33109878514238,0.258793335223586,-0.0463871709726694,0.0365105107675776,-0.00409360544188707,-0.0946620852213763,-0.00231586763832177,leak
317,500000,491577.284704565,483154.569409131,463026.028475527,454603.313180092,446180.597884657,437757.882589223,429335.167293788,420912.451998353,412489.736702919,404067.021407484,-0.00850143911569695,-0.102020531455435,-0.017593087877477,0.339847484420255,0.180699847653154,-0.0918261986304186,0.0375819443248204,0.0193836428651485,-0.0391387710286153,-0.085121215653682,0.0538557803145531,leak
318,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0240383869348395,-0.0130399836978024,0.00799140096563614,0.0938121010752038,-0.000185135717713077,0.0631559839733263,0.0452492054466562,-0.0374650142994837,0.0631862222696825,-0.0307387246081394,0.0220581987294235,not leak
319,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0178222138628524,0.0563593175993099,0.02543951357263,-0.00789401127453051,0.0422536270695424,0.0319595456404492,0.0369568273902008,0.000137184465739801,-0.0928448296734398,0.0175053091503009,0.0586888415750134,not leak
320,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0314339757937246,-0.00487089342128434,0.0262155862275881,0.0169433591887312,-0.0209078245278012,0.0761306597910704,-0.0662224410662867,-0.0695320868928702,0.124381216226713,0.0171896333282179,0.0525532357304929,not leak
321,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0076021621242619,0.0875283235302667,-0.00389971463452647,-0.0261041200394836,0.00314909154358585,-0.111137727345185,0.0449130099458767,-0.0284510185347454,-0.0502820553847812,-0.0244120236065453,-0.0162247658428246,not leak
322,500000,491577.284704565,483154.569409131,461502.446938828,453079.731643393,444657.016347958,436234.301052524,427811.585757089,419388.870461654,410966.15516622,402543.439870785,-0.100336429250537,-0.0402658509941869,0.00353013761329258,0.279945958020523,0.248837810859043,-0.0130191333858731,0.0074936875961071,0.00360138223446478,-0.0306805718046304,-0.0591047413767794,-0.0615424213860151,leak
323,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0270339508076545,0.0466835021513638,0.0312787158567009,-0.0146660097705861,0.00317200515240518,0.0146251972118022,-0.00427119985489064,-0.0503405921221332,-0.0235326818668035,0.090360749073449,-0.021632135062415,not leak
324,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00651117636826993,-0.0193184754976241,0.0800326488867462,0.0295636688374502,0.0245752656647941,-0.0323785426464769,0.0496385463597671,-0.0395226375403925,0.0613619416791736,-0.110069391272965,0.0743755348405226,not leak
325,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.00923093150016284,-0.00718841759611654,0.015592576512719,0.0145781572504038,0.0808751473708143,-0.00411222485460261,0.0126086124312153,0.0280809970948505,0.0130622342691212,-0.0122228403639776,0.0300055681529657,not leak
326,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0192714524568474,0.0253315750071286,0.00151452959878977,0.0321092732949886,-0.0253564514175627,-0.0411013686726249,0.00165219360008821,-0.010308547875865,-0.0724132716279994,-0.00140966425129944,-0.00392854163056852,not leak
327,500000,491577.284704565,469097.741516289,460675.026220854,452252.31092542,443829.595629985,435406.88033455,426984.165039116,418561.449743681,410138.734448246,401716.019152811,-0.103914138257597,0.060108953129342,0.577553768776412,0.0732758895290083,0.100128037929848,-0.0492586812339649,0.00399501396276604,-0.0561433170826851,0.0851807630884044,-0.0609231498247195,0.00889234261617036,leak
328,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0331497839720549,-0.0662343591485118,0.00603189608881134,-0.0111700610443538,0.0022531473633804,-0.0234171403831858,0.0546876831909388,0.00382306475808108,0.0303117317923521,-0.0734106838923528,0.0584024851934839,not leak
329,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0612745207909849,-0.0541866381799949,0.00539601049333095,-0.123437534440379,-0.0314364624401171,0.0390258125442825,0.0131050912996906,0.057860776286782,0.0239704249241811,-0.0621175741935151,0.0215088059557572,not leak
330,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0900322300127246,0.0264885735692871,0.0492737314554275,0.0244163755246118,-0.02215433829915,0.0358535938157995,0.0396090593621886,0.0466630891203216,-0.0116147117079562,-0.0711136789555618,0.0318407268729643,not leak
331,500000,481600.395045207,473177.679749772,464754.964454337,456332.249158902,447909.533863468,439486.818568033,431064.103272598,422641.387977164,414218.672681729,405795.957386294,0.0870312035504462,0.430296487855465,0.216514732491441,0.0903548574431552,-0.0500484917955046,0.0282824181891345,0.0494608439300895,0.0170054927671229,-0.0462162521627689,-0.0668169514671352,0.0612823355514113,leak
332,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0511684889114519,-0.0310280329290488,0.0485115418463525,0.0489302331436751,-0.0392878246030142,0.0566552905517065,0.0397663147754952,-0.0770110569636518,0.0162148838655652,0.0407284358866236,0.0471471599863185,not leak
333,500000,491577.284704565,483154.569409131,474731.854113696,457721.823825745,449299.10853031,440876.393234875,432453.67793944,424030.962644006,415608.247348571,407185.532053136,0.0469097485205388,-0.0653549507078802,-0.0476833756049663,0.238994981280163,0.366180924892917,-0.011035762096237,0.0470688953739491,0.040019313689197,-0.0306538921355252,-0.0297691266160844,0.0651728683532597,leak
334,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0117383511470896,-0.0262252488672145,-0.055053791092643,-0.00521599103660327,-0.00010809444270679,0.00524266331403552,-0.0318749362488887,0.00530570676028613,0.00257685349310731,-0.00445889945033719,0.00444584831460862,not leak
335,500000,491577.284704565,483154.569409131,474731.854113696,453968.264858434,445545.549562999,437122.834267564,428700.11897213,420277.403676695,411854.68838126,403431.973085826,0.0668683294375358,0.0273215557614221,-0.0400271101958567,0.0828575017053009,0.222585780187716,0.267777907539585,0.04521232057524,0.0877762614224683,-0.0298893946104439,0.104244919268262,0.0775464852999953,leak
336,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0904386761315791,0.0694518551063205,0.0157908983852565,0.00941562655570681,0.0779441449811431,0.0329877157125584,0.00224304491022846,0.00929373616414709,0.0271375481254728,-0.029366329615551,-0.0210900464323269,not leak
337,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0175279040698183,-0.00900020227906701,0.023789241357082,-0.0607570187952753,-0.0365162237950832,0.0484220480888091,0.0151631275122415,0.0731604380552851,0.0529698262776208,-0.000333041680910201,0.0263584361528966,not leak
338,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,426836.060656972,418413.345361537,409990.630066102,401567.914770668,-0.0151734226716279,-0.0478082473053799,0.0317226947726425,0.0357671920203643,-0.0108599424423625,-0.00378731615784305,0.261584456060487,0.396813381456452,-0.0540746160189795,-0.00560295987109177,0.0275436733866678,leak
339,500000,481631.240080604,473208.52478517,464785.809489735,456363.0941943,447940.378898865,439517.663603431,431094.948307996,422672.233012561,414249.517717127,405826.802421692,0.0547419762670937,0.471341278654723,0.132310812504549,0.0330801723841266,0.0472647574191243,0.0697522878792467,0.0063760477909785,-0.0155154459092179,0.0120502936220919,0.0314730839088168,-0.0883442904904624,leak
340,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0300994642281169,-0.011426292077414,-0.0973968139284005,-0.022774666825698,0.0249243379208316,0.0417361416938873,-0.0482842475226631,-0.0653942926997763,0.0679156279507458,0.00418957855817481,-0.0312039673963101,not leak
341,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,423875.520076745,415452.80478131,407030.089485875,-0.0311584303796439,0.0140952921400774,0.0333322149932567,-0.0825755781448578,-0.0981183124443249,-0.00224024930616373,-0.0196188847617302,0.0803464405668014,0.354267353598709,0.226810392791566,-0.0493992327148963,leak
342,500000,481854.601014835,473431.8857194,465009.170423965,456586.45512853,448163.739833096,439741.024537661,431318.309242226,422895.593946792,414472.878651357,406050.163355922,0.000288668509673087,0.463540457934686,0.118162982552622,-0.0210541633635251,-0.0275866979319681,-0.00593965869710149,0.125772661363112,-0.0633903960474151,-0.0754058680394854,0.0817723686723366,-0.00272981677159218,leak
343,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.00824877547534526,-0.0223428549723066,0.0775249410475051,0.0273696836403898,-0.0228334511049298,-0.0336775999629379,-0.0194583614123208,0.0354492925842371,0.0300047992611577,0.0401709081537449,-0.0570093858890787,not leak
344,500000,479481.173816022,471058.458520587,462635.743225152,454213.027929718,445790.312634283,437367.597338848,428944.882043413,420522.166747979,412099.451452544,403676.736157109,0.0769197847082385,0.359708637757952,0.19318269435649,-0.0500351831959415,0.0422164415125645,-0.0161464498942047,0.0884573648846018,-0.00979403044952688,0.0334164951695386,-0.0562645227751319,-0.0200313756984902,leak
345,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0363163469003873,-0.0223445198163983,0.010030073361318,0.092602741077438,-0.0600310674049941,-0.0164175504420235,-0.0282437054922526,-0.022675588892402,0.0164716896343931,0.0384606248367277,0.00412453025239863,not leak
346,500000,491577.284704565,468593.673198537,460170.957903102,451748.242607668,443325.527312233,434902.812016798,426480.096721364,418057.381425929,409634.666130494,401211.95083506,-0.0361212260607156,0.183880199936688,0.451890708300922,0.0440615692959437,0.0481227997180556,0.0349267735113127,-0.076156102274867,0.0424527114195608,-0.0260680344993,0.0294950059345778,-0.0309017471216176,leak
347,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0734606640789804,-0.0736704516006784,-0.0527727673870464,-0.00245247103464492,0.043326293754752,-6.66215850298348e-05,0.0131709853858134,-0.0490856938503821,-0.0176422061757406,0.0250612949716557,0.112645986649235,not leak
348,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0793893391881818,-0.0571100004415217,0.0248856653686049,0.0526220446000395,0.0656962935125029,0.0555379843164073,0.0153403017817006,0.0612969177275203,0.0360978127711069,0.0198300788033638,0.048394205638401,not leak
349,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0394727667265136,0.00127607939070868,-0.0218219435950858,-0.0356268566710727,0.0572870095719041,-0.0203887495199093,0.0365753500892697,-0.0874901485998791,0.0422725648912193,-0.0285723892356567,-0.113036863381561,not leak
350,500000,491577.284704565,483154.569409131,474731.854113696,456930.327017676,448507.611722242,440084.896426807,431662.181131372,423239.465835937,414816.750540503,406394.035245068,-0.0133396018449264,0.0516200856182249,0.0205984735731987,-0.0205712664441354,0.318858291869968,0.284253630553034,0.00174386848597356,0.0415680230777423,0.0346034215764715,-0.0778033663041416,0.0638889026397103,leak
351,500000,491577.284704565,474326.296338341,465903.581042907,457480.865747472,449058.150452037,440635.435156603,432212.719861168,423790.004565733,415367.289270298,406944.573974864,-0.0097153943820186,0.153268316888741,0.384041404110911,0.00639538954319346,0.00031071258338295,0.0307594363927685,0.0481252458756557,0.0608424812439825,0.0873860001616972,-0.043634665486867,-0.0523898124563988,leak
352,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,432234.499383536,423811.784088101,415389.068792667,406966.353497232,0.0534152911005505,-0.0794166579014196,0.0375190607804867,0.0534886824753819,-0.0554571715658727,0.042254009778288,0.0108556836050423,0.457066505578188,0.0429860209377728,-0.0149619086873606,0.0174049610016856,leak
353,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0247055095630547,0.0707819634309439,0.0229713614792403,0.0127683939144317,-0.000585669827714718,0.0724179371420445,0.104847044606919,-0.0618731831522333,0.0121592704459437,0.0629579633120597,0.0214727192933718,not leak
354,500000,491577.284704565,467298.421933904,458875.70663847,450452.991343035,442030.2760476,433607.560752166,425184.845456731,416762.130161296,408339.414865862,399916.699570427,-0.0386110834689336,-0.0123991855092516,0.356422718915164,0.300750225423087,0.104609695460244,0.0239334176843219,0.0463839476976615,0.0618912431578708,-0.0256151968741318,-0.0344237626865813,0.00699761837909867,leak
355,500000,481753.849607235,473331.1343118,464908.419016365,456485.703720931,448062.988425496,439640.273130061,431217.557834627,422794.842539192,414372.127243757,405949.411948323,0.101477504345386,0.452224411245462,0.0892522785388064,0.00564401433015935,-0.0166610946802977,-0.016240145125757,-0.0174483471337813,0.0502045197596579,-0.0888011122517295,-0.0239099977259028,-0.0973527585705579,leak
356,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0493927193884637,0.0524237441722849,-0.00321915232916097,-0.011867241165208,-0.0295432030533785,0.0419487868462636,-0.070064267037748,-0.0332397106547236,0.0301372354265263,-0.0814818340872251,0.000765425990352645,not leak
357,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,415724.408363621,407301.693068186,0.08726579966403,0.0567383493909668,0.000736591275170702,0.0170909351370013,-0.0129468434380011,0.157733390549515,-0.00974289292798248,-0.095488392620085,0.267709051933862,0.286522190493772,-0.073822326948008,leak
358,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0647888385268394,-0.0368006451097599,0.0164222247064115,-0.00642237571703946,-0.0978964772094112,0.0281035479298228,0.0291423804372944,-0.0904394002031836,0.00826103212198538,0.0377636628950775,0.028264303995259,not leak
359,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0454980676302527,-0.0656710224056149,-0.098670729997977,0.0505033494741141,0.00545798427738223,0.0341306560290621,-0.0447111883942579,0.0806772422303296,-0.0294999392953285,0.0332122592917917,-0.05631069760463,not leak
360,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,-0.0453418941302857,-0.0140746262684401,0.0224348421773819,0.0508906650277479,0.049940656726343,0.0299951409117425,0.0294048202759584,-0.0129025921164847,-0.0299025680572041,-0.00401812926301905,0.0268899418326897,not leak
361,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,432618.277636522,424195.562341088,415772.847045653,0.0835887549131548,0.0787987828085471,0.0390296292984598,0.0260247753808372,-0.0436346286629858,-0.121889608746726,-0.0403745658275082,-0.0679116754767043,0.0384997798979439,0.0814324264586553,0.0146372165400974,not leak
362,500000,477821.81215081,469399.096855375,460976.38155994,452553.666264506,444130.950969071,435708.235673636,427285.520378202,418862.805082767,410440.089787332,402017.374491898,7.12492687823668e-05,0.467677468216066,0.12382788634051,-0.00117550637935332,0.0940090605377219,-0.0433461173661671,-0.13477953811881,0.00714090276058224,-0.0513732314131465,0.0264052091986102,0.00748460442134844,leak
363,500000,491577.284704565,483154.569409131,474731.854113696,466309.138818261,457886.423522827,449463.708227392,441040.992931957,423690.970281188,415268.254985754,406845.539690319,0.0347253986874452,-0.0650625453985733,0.0530528052106045,0.110930779968632,0.00997505366348123,0.0520202723574114,0.00962225234511006,-0.0660508722132254,0.390642850284572,0.2188398900874,-0.0138944202748024,leak
